Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent
142.88,Fashion,Debit Card,Desktop,Kolkata,0,82,372.51,1916,0,0
131.05,Grocery,UPI,POS,Bengaluru,1,48,265.44,1060,0,1
20.32,Entertainment,Credit Card,POS,Bengaluru,0,8,61.83,324,0,0
20.5,Electronics,Debit Card,Mobile,Chennai,0,134,79.55,1744,0,0
136.0,Health,UPI,POS,Chennai,1,191,184.97,768,0,0
213.2,Travel,Credit Card,Mobile,Pune,0,118,43.23,1572,0,0
8.02,Health,Debit Card,Desktop,Hyderabad,0,84,127.22,1705,0,0
47.84,Health,Debit Card,POS,Mumbai,0,2,331.64,555,0,1
32.93,Health,Credit Card,Mobile,Hyderabad,0,150,16.09,63,0,0
163.64,Fashion,Debit Card,Desktop,Pune,1,118,306.01,1943,0,0
6.98,Food,Credit Card,Mobile,Delhi,0,21,388.45,1988,0,0
18.97,Entertainment,PayPal,Desktop,Bengaluru,0,134,93.38,781,0,0
111.7,Electronics,PayPal,POS,Hyderabad,0,123,98.67,1382,0,0
4.21,Food,Debit Card,Mobile,Kolkata,0,96,24.14,1885,0,1
54.27,Travel,Debit Card,POS,Bengaluru,0,198,261.1,1662,0,0
46.69,Food,Credit Card,Mobile,Bengaluru,1,13,330.75,809,0,0
32.57,Electronics,Debit Card,Desktop,Hyderabad,0,1,233.89,667,0,0
40.15,Entertainment,NetBanking,Mobile,Hyderabad,0,150,200.83,1087,0,0
60.39,Entertainment,PayPal,Mobile,Kolkata,0,117,232.66,824,0,0
14.08,Electronics,Debit Card,POS,Kolkata,0,152,392.95,435,0,0
67.89,Travel,Debit Card,POS,Chennai,0,64,26.42,1071,0,0
130.96,Electronics,UPI,POS,Pune,0,169,394.07,1483,0,0
114.22,Travel,Debit Card,Desktop,Pune,0,150,336.51,457,0,0
13.37,Travel,NetBanking,POS,Kolkata,0,61,128.3,943,0,0
12.93,Electronics,PayPal,Mobile,Mumbai,0,108,267.12,322,0,0
24.98,Grocery,UPI,Desktop,Kolkata,0,12,34.15,1956,1,1
35.84,Entertainment,Credit Card,POS,Chennai,0,90,196.0,609,0,0
42.0,Travel,Credit Card,Mobile,Mumbai,0,132,95.28,1802,0,0
91.08,Electronics,PayPal,Mobile,Hyderabad,0,83,20.93,1133,0,0
4.67,Utilities,Credit Card,Desktop,Pune,0,128,184.97,1139,0,0
2.82,Grocery,NetBanking,Mobile,Pune,0,140,365.8,1625,0,0
39.79,Entertainment,Debit Card,POS,Mumbai,0,33,461.3,77,0,0
95.57,Travel,PayPal,Mobile,Delhi,0,149,334.51,1744,0,0
17.2,Entertainment,UPI,POS,Chennai,0,128,206.97,1921,0,1
82.07,Grocery,Debit Card,POS,Chennai,0,100,499.75,113,0,0
24.07,Entertainment,Credit Card,Desktop,Chennai,0,106,148.64,636,0,1
173.78,Fashion,Credit Card,Mobile,Pune,0,72,101.69,337,0,0
180.83,Health,UPI,Desktop,Bengaluru,0,74,237.2,281,0,0
28.22,Fashion,NetBanking,Desktop,Pune,0,96,257.41,1534,0,0
20.91,Grocery,UPI,Desktop,Bengaluru,0,92,183.86,1898,0,0
42.39,Travel,PayPal,POS,Pune,0,74,350.79,209,0,0
22.01,Electronics,UPI,POS,Hyderabad,0,72,100.09,1649,0,0
89.27,Food,Credit Card,POS,Pune,0,180,260.07,1363,0,0
139.93,Electronics,NetBanking,POS,Hyderabad,0,175,255.06,1990,0,0
89.45,Entertainment,NetBanking,Mobile,Bengaluru,0,59,413.66,455,0,0
139.14,Food,UPI,Mobile,Chennai,1,175,464.21,1539,0,0
40.47,Food,PayPal,POS,Bengaluru,0,56,335.0,1715,0,0
13.6,Entertainment,Credit Card,POS,Mumbai,1,13,159.63,68,0,1
107.14,Entertainment,Debit Card,Mobile,Chennai,0,172,347.91,1332,0,0
35.76,Travel,NetBanking,Desktop,Pune,0,35,133.17,845,0,0
89.0,Grocery,UPI,Desktop,Pune,0,119,483.61,654,0,0
25.25,Utilities,PayPal,POS,Pune,0,115,412.96,405,0,0
6.78,Electronics,PayPal,Desktop,Pune,0,157,221.28,1982,0,0
392.31,Grocery,Credit Card,POS,Pune,0,56,394.33,1692,0,0
13.59,Fashion,NetBanking,POS,Bengaluru,0,133,210.24,70,0,0
356.68,Travel,Credit Card,POS,Kolkata,0,195,46.56,1723,0,0
302.76,Travel,Debit Card,Mobile,Hyderabad,0,53,356.32,1771,0,0
126.32,Utilities,Debit Card,Desktop,Kolkata,0,101,208.26,76,0,0
86.17,Fashion,Debit Card,Mobile,Bengaluru,0,120,465.86,1537,0,1
68.98,Electronics,PayPal,Desktop,Delhi,1,60,160.21,214,0,1
160.85,Health,NetBanking,Mobile,Kolkata,0,105,423.23,101,0,0
27.34,Fashion,Credit Card,Mobile,Bengaluru,0,134,343.41,598,0,0
50.44,Electronics,Credit Card,POS,Chennai,0,176,428.13,1804,0,0
77.28,Food,Debit Card,POS,Pune,0,106,153.02,603,0,0
42.37,Entertainment,NetBanking,Mobile,Bengaluru,0,80,236.06,371,0,0
44.62,Travel,NetBanking,Desktop,Kolkata,0,163,413.33,598,0,0
32.07,Electronics,UPI,Desktop,Hyderabad,0,146,325.47,993,0,0
66.45,Grocery,NetBanking,POS,Kolkata,0,11,186.36,1296,0,0
152.08,Utilities,NetBanking,POS,Pune,0,51,260.88,357,0,0
18.0,Entertainment,Credit Card,Desktop,Kolkata,0,121,498.09,1689,0,0
217.97,Grocery,NetBanking,Desktop,Mumbai,0,23,373.51,182,0,0
93.46,Entertainment,NetBanking,Desktop,Delhi,0,47,311.12,1308,0,0
138.65,Travel,Credit Card,POS,Chennai,0,75,415.68,758,0,0
64.99,Fashion,NetBanking,Desktop,Hyderabad,0,187,226.59,1477,0,0
120.95,Health,Credit Card,POS,Delhi,1,185,475.53,261,0,1
1.31,Fashion,UPI,Mobile,Bengaluru,0,93,280.49,1582,0,0
136.47,Electronics,PayPal,Mobile,Delhi,0,127,170.17,1645,0,0
3.28,Utilities,Credit Card,Mobile,Pune,0,56,52.15,1549,0,0
176.52,Fashion,Credit Card,Desktop,Pune,0,155,194.09,205,0,0
385.89,Travel,NetBanking,POS,Mumbai,1,73,288.63,580,0,1
27.86,Utilities,Credit Card,Desktop,Delhi,1,163,354.59,172,0,1
18.89,Electronics,Debit Card,POS,Kolkata,0,183,438.81,46,0,0
115.98,Food,Debit Card,Desktop,Delhi,0,137,472.54,278,0,0
23.34,Fashion,UPI,Mobile,Pune,0,18,60.2,1088,0,1
160.53,Fashion,Credit Card,POS,Bengaluru,0,44,304.44,830,0,0
8.68,Health,NetBanking,Desktop,Bengaluru,1,149,336.63,1029,1,1
10.77,Electronics,NetBanking,POS,Chennai,0,56,94.31,1028,0,0
309.64,Grocery,PayPal,POS,Kolkata,0,176,277.34,175,0,0
89.63,Fashion,UPI,Desktop,Kolkata,0,100,174.07,955,0,0
150.13,Travel,NetBanking,Desktop,Bengaluru,0,1,47.93,756,0,0
31.36,Fashion,PayPal,POS,Delhi,1,155,42.27,194,0,0
90.28,Health,NetBanking,POS,Mumbai,0,45,382.01,1164,0,0
72.16,Food,PayPal,Mobile,Bengaluru,0,63,311.57,676,0,0
73.94,Health,Debit Card,POS,Kolkata,0,58,360.41,1127,0,1
91.79,Fashion,Debit Card,Mobile,Kolkata,0,168,345.79,697,0,0
68.52,Utilities,NetBanking,Mobile,Pune,0,63,75.81,1780,0,0
44.84,Grocery,UPI,Mobile,Pune,1,38,84.27,383,0,0
25.83,Entertainment,Credit Card,POS,Chennai,1,29,133.72,1327,0,0
117.08,Fashion,UPI,Mobile,Chennai,0,40,205.56,972,0,0
20.52,Electronics,UPI,POS,Delhi,0,147,470.2,1332,0,0
94.3,Fashion,Credit Card,POS,Bengaluru,0,88,340.21,1713,0,0
21.26,Grocery,Debit Card,Desktop,Bengaluru,0,56,135.03,1084,0,0
78.54,Electronics,Debit Card,POS,Chennai,0,44,37.43,555,0,0
109.97,Travel,Credit Card,POS,Bengaluru,0,193,345.27,1588,0,0
19.75,Utilities,PayPal,Mobile,Delhi,0,100,316.41,539,0,0
4.95,Electronics,UPI,POS,Mumbai,0,141,341.12,1567,0,0
11.23,Health,NetBanking,POS,Pune,0,158,137.98,1978,0,1
74.51,Food,Debit Card,Desktop,Delhi,0,49,263.31,207,1,0
151.47,Health,NetBanking,Desktop,Bengaluru,0,115,187.23,358,0,0
3.68,Entertainment,Credit Card,Mobile,Delhi,0,75,410.67,1624,0,1
105.99,Electronics,NetBanking,Mobile,Pune,0,191,44.0,830,0,0
33.4,Travel,NetBanking,Desktop,Hyderabad,1,199,144.97,717,0,0
52.09,Fashion,UPI,Desktop,Kolkata,0,163,305.45,1225,0,0
211.45,Utilities,Credit Card,POS,Pune,0,139,110.56,1449,0,0
32.27,Electronics,NetBanking,Mobile,Kolkata,0,49,339.63,1648,0,0
50.09,Health,Debit Card,Mobile,Pune,0,107,77.02,967,0,0
1.1,Electronics,Credit Card,POS,Hyderabad,0,111,21.18,1009,0,0
6.81,Electronics,Debit Card,POS,Bengaluru,0,115,433.11,764,0,0
23.94,Electronics,PayPal,Mobile,Bengaluru,0,168,173.39,1088,0,0
2.26,Travel,NetBanking,Desktop,Mumbai,0,21,86.86,326,0,0
79.84,Utilities,Credit Card,Desktop,Pune,0,47,94.63,1522,0,0
44.47,Grocery,Debit Card,POS,Delhi,0,3,444.09,1548,0,0
63.55,Grocery,NetBanking,Mobile,Mumbai,0,158,330.67,651,0,0
15.36,Electronics,UPI,POS,Bengaluru,0,127,478.61,1288,0,1
28.07,Travel,Debit Card,Desktop,Bengaluru,0,67,402.02,938,0,0
87.21,Travel,Debit Card,Desktop,Chennai,0,62,386.1,1092,0,0
268.89,Entertainment,PayPal,POS,Mumbai,0,165,254.91,1272,0,0
4.14,Electronics,UPI,Desktop,Bengaluru,0,150,412.19,1270,0,0
176.86,Health,PayPal,Mobile,Hyderabad,0,31,212.2,735,0,1
68.81,Health,UPI,POS,Kolkata,0,46,415.23,1728,0,0
66.39,Food,Debit Card,POS,Chennai,0,45,381.29,657,0,0
55.5,Utilities,PayPal,POS,Delhi,0,14,342.43,1893,0,0
5.75,Electronics,NetBanking,Desktop,Kolkata,1,121,171.56,702,0,1
7.53,Food,UPI,Mobile,Chennai,1,140,319.05,1654,1,1
73.49,Health,Debit Card,POS,Pune,0,119,258.33,449,0,0
33.36,Health,Credit Card,POS,Pune,0,191,236.16,682,0,0
199.37,Electronics,UPI,Desktop,Delhi,0,77,495.22,853,0,0
41.75,Food,UPI,Mobile,Hyderabad,0,88,257.15,1227,0,0
12.37,Food,NetBanking,POS,Delhi,0,166,25.67,742,0,0
100.34,Electronics,UPI,Desktop,Mumbai,0,117,316.97,896,0,0
27.78,Utilities,UPI,POS,Kolkata,0,175,366.73,843,0,0
59.63,Entertainment,NetBanking,Desktop,Delhi,0,124,443.74,897,0,0
95.74,Food,NetBanking,Mobile,Delhi,0,54,320.02,142,0,0
184.42,Entertainment,PayPal,Desktop,Chennai,0,183,19.53,1932,0,0
125.69,Fashion,Debit Card,POS,Hyderabad,0,48,68.67,969,0,0
90.25,Utilities,Debit Card,POS,Delhi,0,101,89.01,203,0,0
91.06,Health,PayPal,Desktop,Mumbai,0,15,113.52,1040,0,0
233.39,Grocery,Debit Card,Mobile,Chennai,1,199,401.89,103,0,0
28.06,Utilities,UPI,Mobile,Hyderabad,0,113,161.78,1890,0,0
0.09,Entertainment,PayPal,POS,Hyderabad,1,16,163.06,1852,0,0
25.39,Entertainment,PayPal,POS,Bengaluru,0,171,380.24,666,0,0
19.66,Entertainment,Debit Card,Desktop,Pune,0,135,212.09,1589,0,0
86.74,Travel,Credit Card,Desktop,Kolkata,0,43,41.67,61,0,0
80.35,Utilities,Debit Card,Desktop,Mumbai,0,28,296.71,1307,0,0
72.01,Food,Credit Card,Mobile,Pune,0,66,73.73,526,0,0
1.31,Food,PayPal,Mobile,Chennai,0,98,290.12,1166,0,0
104.39,Travel,Credit Card,POS,Chennai,0,60,392.02,224,1,1
31.27,Food,UPI,POS,Mumbai,0,128,465.45,557,0,0
87.5,Travel,NetBanking,POS,Hyderabad,0,131,42.86,470,0,0
65.06,Entertainment,Credit Card,Desktop,Delhi,0,129,158.94,1542,0,0
33.57,Electronics,NetBanking,Mobile,Mumbai,0,159,329.71,1550,0,0
11.56,Utilities,UPI,POS,Chennai,0,56,164.57,753,0,0
7.93,Fashion,NetBanking,POS,Pune,0,84,231.0,1673,0,0
142.47,Entertainment,UPI,POS,Kolkata,0,174,19.84,53,0,0
200.47,Fashion,NetBanking,POS,Mumbai,0,32,349.81,319,0,0
83.94,Health,NetBanking,POS,Hyderabad,0,81,442.81,925,1,0
8.73,Entertainment,Debit Card,POS,Kolkata,0,18,488.66,337,0,0
41.14,Grocery,Credit Card,Mobile,Kolkata,0,196,416.96,333,0,0
104.43,Food,NetBanking,POS,Kolkata,0,35,25.57,1908,0,0
121.07,Grocery,PayPal,Mobile,Bengaluru,0,104,329.41,660,0,0
10.06,Electronics,Debit Card,Desktop,Kolkata,0,100,252.87,1746,0,0
0.0,Fashion,Credit Card,Mobile,Bengaluru,0,23,469.57,980,0,0
99.62,Utilities,Debit Card,Desktop,Delhi,0,141,452.05,67,0,0
35.28,Entertainment,Credit Card,Mobile,Delhi,0,142,494.14,415,0,0
23.49,Utilities,UPI,Mobile,Kolkata,0,165,432.35,774,0,0
1.04,Electronics,NetBanking,POS,Hyderabad,0,5,277.98,1634,0,0
62.17,Electronics,PayPal,Mobile,Pune,0,150,360.3,111,0,0
152.39,Food,Debit Card,Mobile,Delhi,1,28,482.69,1171,0,0
252.91,Electronics,Debit Card,POS,Bengaluru,0,132,293.28,1874,0,0
66.73,Entertainment,Debit Card,Desktop,Hyderabad,1,50,421.59,79,0,0
57.8,Entertainment,Debit Card,POS,Kolkata,0,102,471.68,698,0,0
7.11,Utilities,NetBanking,POS,Hyderabad,0,29,289.56,103,1,0
63.68,Utilities,Credit Card,POS,Hyderabad,0,37,87.99,1031,0,0
38.24,Fashion,NetBanking,Desktop,Mumbai,0,163,86.23,724,0,0
74.74,Entertainment,UPI,Mobile,Pune,0,148,66.51,1159,0,0
39.38,Grocery,NetBanking,Mobile,Kolkata,0,163,243.4,1754,0,0
21.99,Fashion,NetBanking,POS,Pune,0,130,245.27,1871,0,0
7.98,Food,UPI,POS,Delhi,0,116,312.51,1837,0,0
30.26,Fashion,NetBanking,Mobile,Pune,0,58,246.61,1652,0,0
8.13,Travel,Credit Card,Mobile,Chennai,0,146,486.8,1915,0,0
15.57,Utilities,PayPal,Mobile,Bengaluru,0,106,152.74,1379,0,0
349.52,Grocery,UPI,Desktop,Delhi,0,56,438.17,713,0,0
46.97,Utilities,Debit Card,Desktop,Kolkata,1,122,59.16,1817,0,1
60.72,Travel,Credit Card,POS,Pune,0,192,304.94,385,0,0
165.48,Travel,PayPal,Desktop,Bengaluru,0,103,327.68,1521,1,0
433.53,Health,Credit Card,POS,Kolkata,0,123,388.39,1709,0,0
69.92,Entertainment,Credit Card,Mobile,Kolkata,1,180,256.48,1337,0,1
133.91,Food,Debit Card,Mobile,Delhi,0,22,106.64,1043,0,0
31.67,Electronics,PayPal,POS,Chennai,0,60,190.81,214,0,0
29.19,Travel,Credit Card,Mobile,Bengaluru,0,138,143.36,183,1,1
41.23,Fashion,Debit Card,POS,Chennai,0,84,215.36,883,0,0
89.3,Electronics,UPI,POS,Bengaluru,0,128,269.68,147,0,0
91.7,Fashion,Debit Card,POS,Mumbai,0,80,316.28,296,0,1
30.29,Utilities,NetBanking,Desktop,Kolkata,0,134,424.11,1438,0,0
11.44,Fashion,Debit Card,POS,Mumbai,1,81,455.91,866,0,0
80.06,Electronics,Debit Card,POS,Bengaluru,0,6,236.66,284,1,1
10.99,Electronics,Debit Card,POS,Bengaluru,1,86,53.45,1294,0,0
69.11,Entertainment,Credit Card,Desktop,Chennai,0,82,400.56,200,0,0
94.58,Fashion,PayPal,Mobile,Kolkata,0,156,243.81,1995,0,0
96.48,Food,Debit Card,Desktop,Pune,0,42,277.76,646,0,0
112.02,Entertainment,Debit Card,POS,Kolkata,0,74,301.94,1031,0,0
165.0,Grocery,NetBanking,Desktop,Hyderabad,0,41,337.26,577,0,0
55.45,Health,NetBanking,Mobile,Bengaluru,0,63,446.15,1631,0,0
104.82,Grocery,UPI,Mobile,Delhi,0,22,476.55,1238,0,0
77.23,Food,UPI,POS,Delhi,0,79,470.68,1955,0,0
16.53,Entertainment,NetBanking,Mobile,Delhi,0,157,406.64,731,0,0
2.08,Health,PayPal,Desktop,Mumbai,0,71,445.73,696,0,0
26.79,Entertainment,UPI,Desktop,Pune,0,114,34.33,922,0,0
46.82,Electronics,PayPal,Mobile,Chennai,0,34,426.07,439,0,0
76.8,Health,NetBanking,POS,Pune,0,96,45.41,768,0,0
151.75,Utilities,UPI,POS,Mumbai,0,130,375.64,1706,0,0
17.48,Fashion,Debit Card,Desktop,Pune,0,154,92.99,1641,0,0
10.73,Grocery,NetBanking,Mobile,Pune,0,109,186.45,175,0,0
264.79,Health,UPI,Desktop,Kolkata,0,75,100.25,1091,0,0
9.15,Fashion,PayPal,Desktop,Delhi,0,19,227.3,519,0,0
52.08,Entertainment,PayPal,Desktop,Bengaluru,0,125,211.76,291,0,0
70.47,Food,UPI,POS,Delhi,0,20,33.55,1179,0,0
62.36,Health,PayPal,Mobile,Pune,0,161,416.94,1657,0,0
7.2,Fashion,UPI,Mobile,Bengaluru,0,116,428.55,1849,0,0
4.7,Entertainment,UPI,POS,Kolkata,0,94,395.88,374,0,0
8.92,Entertainment,PayPal,Desktop,Chennai,0,82,425.33,1314,0,0
70.47,Entertainment,Credit Card,Desktop,Hyderabad,1,96,377.93,1496,0,1
62.88,Food,Debit Card,POS,Bengaluru,0,104,469.37,908,1,0
21.3,Electronics,NetBanking,Mobile,Mumbai,0,4,292.43,1161,0,0
81.24,Food,Debit Card,POS,Delhi,0,160,295.49,1610,0,0
137.21,Food,NetBanking,Mobile,Kolkata,0,147,431.36,1933,0,0
3.4,Utilities,NetBanking,Mobile,Kolkata,0,131,181.21,1490,0,0
55.15,Grocery,Debit Card,Mobile,Delhi,0,92,34.54,543,0,0
93.52,Entertainment,UPI,Desktop,Pune,0,61,377.43,974,0,0
23.26,Fashion,PayPal,Desktop,Pune,0,38,134.75,742,0,0
29.43,Health,Credit Card,POS,Pune,0,118,242.38,1143,0,0
76.08,Grocery,Credit Card,POS,Kolkata,0,134,127.82,244,0,0
182.57,Entertainment,Credit Card,Desktop,Pune,0,56,415.27,1680,0,0
132.83,Travel,Debit Card,POS,Delhi,0,168,479.56,1372,0,0
70.0,Food,Debit Card,Desktop,Bengaluru,0,121,36.96,633,0,0
104.81,Travel,UPI,Desktop,Chennai,0,81,124.35,867,0,0
36.31,Entertainment,Credit Card,Mobile,Bengaluru,0,106,102.89,1751,0,0
81.95,Grocery,UPI,Mobile,Mumbai,0,120,339.87,801,0,0
50.22,Fashion,Credit Card,Desktop,Delhi,0,69,220.05,699,0,0
16.85,Grocery,Debit Card,Mobile,Bengaluru,0,83,233.57,1110,0,0
96.78,Utilities,PayPal,Desktop,Delhi,0,42,86.97,588,0,1
65.04,Fashion,PayPal,Mobile,Kolkata,0,99,213.22,1455,1,0
35.53,Fashion,PayPal,POS,Mumbai,0,130,158.58,251,0,0
193.83,Entertainment,PayPal,POS,Kolkata,0,28,309.48,504,0,0
1.69,Electronics,NetBanking,Desktop,Hyderabad,0,117,116.45,1161,0,0
30.36,Entertainment,Credit Card,Desktop,Hyderabad,0,145,311.26,892,0,0
4.69,Food,PayPal,Mobile,Hyderabad,0,70,195.1,841,0,0
116.38,Grocery,NetBanking,Mobile,Delhi,0,107,179.68,209,0,0
96.88,Fashion,NetBanking,Desktop,Bengaluru,0,123,159.72,206,0,0
32.2,Entertainment,NetBanking,POS,Delhi,0,69,340.18,516,0,0
90.08,Entertainment,UPI,POS,Kolkata,1,39,285.59,443,0,0
40.33,Grocery,UPI,Desktop,Chennai,0,135,427.34,721,0,0
112.93,Grocery,NetBanking,POS,Kolkata,0,160,128.39,1090,0,0
48.44,Utilities,PayPal,Desktop,Bengaluru,0,4,29.66,604,0,0
42.52,Fashion,Credit Card,Mobile,Kolkata,0,149,99.19,297,0,0
218.34,Health,Debit Card,POS,Kolkata,0,160,178.24,814,0,0
23.11,Utilities,UPI,POS,Mumbai,0,82,98.03,1855,1,1
10.27,Travel,PayPal,Mobile,Pune,0,97,50.92,953,0,0
70.27,Food,PayPal,Mobile,Hyderabad,0,142,228.22,417,0,0
278.74,Food,Debit Card,POS,Bengaluru,0,70,341.7,383,0,0
37.96,Health,Debit Card,POS,Bengaluru,0,46,378.27,843,0,0
5.12,Electronics,PayPal,Desktop,Hyderabad,0,148,205.38,1323,0,0
33.16,Utilities,Debit Card,Desktop,Kolkata,0,186,244.24,1053,0,0
56.41,Health,PayPal,POS,Mumbai,1,99,380.18,298,0,1
14.13,Electronics,Debit Card,Desktop,Delhi,0,80,182.83,1495,0,0
85.86,Electronics,Debit Card,Mobile,Delhi,0,48,394.54,1358,0,0
487.72,Health,PayPal,Desktop,Kolkata,0,7,484.01,1299,0,1
48.08,Food,NetBanking,Desktop,Kolkata,0,40,441.44,1231,0,1
35.05,Travel,PayPal,POS,Pune,0,59,232.26,1120,0,0
40.96,Food,Credit Card,Desktop,Bengaluru,1,36,293.96,306,0,0
9.79,Entertainment,Debit Card,POS,Hyderabad,0,172,361.05,1261,0,0
171.83,Food,UPI,POS,Kolkata,0,108,181.16,336,0,0
42.87,Food,Debit Card,POS,Kolkata,0,31,401.63,1603,0,0
39.19,Utilities,Credit Card,Mobile,Chennai,0,170,224.09,660,0,0
86.23,Health,UPI,Desktop,Mumbai,0,44,424.95,567,0,0
46.68,Health,UPI,Desktop,Delhi,0,171,134.82,547,0,0
83.58,Entertainment,PayPal,Desktop,Mumbai,1,43,15.58,1327,1,1
5.07,Entertainment,NetBanking,POS,Mumbai,1,175,320.02,1286,0,0
134.44,Utilities,PayPal,Mobile,Pune,0,134,231.43,1167,0,0
225.75,Health,UPI,POS,Mumbai,0,93,39.31,163,0,1
83.7,Food,UPI,Desktop,Hyderabad,0,194,248.93,1478,0,0
247.32,Travel,NetBanking,POS,Pune,0,86,92.6,854,0,0
13.14,Electronics,Debit Card,POS,Kolkata,1,9,318.58,1743,0,0
51.92,Grocery,NetBanking,Desktop,Hyderabad,0,11,228.07,1078,0,0
73.67,Electronics,PayPal,POS,Pune,0,80,93.85,1613,0,0
69.73,Entertainment,Debit Card,POS,Hyderabad,0,109,211.85,1333,0,0
41.06,Entertainment,PayPal,Mobile,Pune,0,118,124.03,1979,0,0
33.01,Electronics,NetBanking,POS,Pune,0,18,330.02,1396,0,0
10.85,Grocery,Debit Card,Mobile,Bengaluru,0,153,154.62,842,1,1
39.77,Food,NetBanking,Desktop,Hyderabad,1,97,412.79,1864,0,0
14.2,Travel,Credit Card,Mobile,Bengaluru,0,186,16.94,101,0,0
106.05,Travel,UPI,POS,Kolkata,0,30,207.67,1047,1,0
18.74,Electronics,Debit Card,Desktop,Pune,0,115,312.37,981,0,0
4.83,Grocery,UPI,POS,Delhi,0,1,21.08,1254,0,1
64.3,Utilities,Credit Card,POS,Pune,0,191,115.76,1379,0,0
72.35,Entertainment,Debit Card,Mobile,Delhi,0,97,170.44,62,0,0
164.4,Fashion,UPI,POS,Delhi,0,113,20.7,126,0,0
68.83,Food,UPI,Mobile,Delhi,0,79,277.88,1610,0,0
33.91,Utilities,Debit Card,Desktop,Delhi,0,29,319.13,292,0,0
129.97,Electronics,UPI,Desktop,Hyderabad,0,66,121.49,903,1,0
62.17,Travel,UPI,POS,Chennai,0,181,276.31,943,0,0
6.61,Entertainment,Debit Card,Mobile,Hyderabad,0,105,499.57,1123,0,0
66.75,Utilities,UPI,POS,Kolkata,0,19,444.59,1866,0,0
190.89,Utilities,UPI,POS,Chennai,0,66,38.74,322,0,0
40.38,Health,PayPal,POS,Hyderabad,0,112,72.66,946,0,0
28.12,Health,PayPal,POS,Kolkata,0,180,252.26,759,0,0
12.39,Grocery,Credit Card,Mobile,Delhi,0,159,130.15,1260,0,0
13.14,Grocery,PayPal,POS,Mumbai,0,60,49.67,201,0,0
45.36,Electronics,PayPal,Desktop,Pune,0,117,134.73,787,0,0
72.44,Utilities,Credit Card,Mobile,Chennai,0,68,39.98,955,0,0
6.72,Fashion,UPI,POS,Mumbai,0,93,269.66,1448,0,0
224.5,Travel,UPI,Mobile,Delhi,0,158,250.22,1309,1,1
112.56,Electronics,PayPal,POS,Chennai,0,141,13.1,1317,0,1
70.67,Fashion,Credit Card,Desktop,Mumbai,0,143,246.43,930,0,0
141.03,Entertainment,UPI,Desktop,Hyderabad,1,148,264.7,1317,0,1
6.69,Grocery,NetBanking,Desktop,Kolkata,0,162,306.79,546,0,0
51.83,Health,Debit Card,Mobile,Delhi,0,148,485.35,1063,0,0
79.56,Food,Debit Card,Desktop,Hyderabad,0,50,491.52,300,0,0
141.13,Utilities,Debit Card,POS,Hyderabad,0,89,268.2,771,0,0
122.4,Entertainment,PayPal,POS,Delhi,0,155,424.14,1365,0,0
25.96,Health,Debit Card,POS,Chennai,0,158,51.73,1423,0,0
226.26,Travel,Debit Card,Mobile,Pune,0,184,270.27,596,0,0
10.62,Travel,NetBanking,Mobile,Bengaluru,1,193,342.66,1952,0,0
166.44,Health,UPI,Desktop,Bengaluru,0,99,286.72,582,0,0
283.07,Entertainment,NetBanking,Mobile,Pune,0,183,123.05,679,0,0
15.6,Health,PayPal,POS,Delhi,0,113,40.7,420,0,0
102.43,Fashion,Debit Card,POS,Bengaluru,0,107,199.47,988,0,0
3.29,Electronics,UPI,POS,Pune,0,24,327.34,1168,0,0
41.59,Grocery,Debit Card,Mobile,Mumbai,0,25,495.94,604,0,0
58.1,Fashion,Debit Card,POS,Pune,0,181,125.9,373,0,0
69.52,Food,PayPal,Desktop,Chennai,0,11,459.72,1463,0,0
219.83,Health,Debit Card,Mobile,Kolkata,0,94,43.45,1599,0,0
89.24,Food,Credit Card,POS,Pune,0,60,466.18,1431,0,0
52.51,Food,UPI,POS,Hyderabad,1,175,417.86,1817,0,1
132.72,Fashion,UPI,Mobile,Hyderabad,0,153,20.26,485,0,0
240.52,Grocery,Credit Card,Mobile,Kolkata,0,25,156.11,1476,1,1
1.79,Entertainment,PayPal,Desktop,Delhi,0,145,34.97,473,0,0
323.74,Travel,Debit Card,Mobile,Hyderabad,1,140,497.8,226,0,1
7.21,Electronics,Debit Card,POS,Mumbai,1,123,219.64,897,0,0
134.73,Utilities,UPI,Desktop,Pune,0,180,334.47,392,0,1
26.32,Travel,PayPal,POS,Kolkata,0,11,124.75,1463,0,0
11.34,Grocery,PayPal,POS,Mumbai,0,10,467.53,1817,0,0
46.36,Utilities,PayPal,POS,Delhi,0,81,144.35,1627,0,0
82.62,Travel,Debit Card,Mobile,Hyderabad,0,188,137.51,1447,0,0
38.37,Health,PayPal,Mobile,Kolkata,0,54,164.15,1790,0,0
4.49,Health,Credit Card,POS,Bengaluru,0,109,236.62,1562,0,0
73.2,Fashion,NetBanking,Mobile,Pune,0,63,19.08,897,0,0
186.15,Food,PayPal,POS,Bengaluru,0,20,302.94,595,1,0
38.66,Utilities,NetBanking,Mobile,Chennai,0,5,25.52,700,0,0
19.5,Grocery,Debit Card,Mobile,Delhi,0,41,274.21,1347,0,0
46.75,Grocery,PayPal,Mobile,Chennai,0,118,234.36,1935,0,0
3.97,Travel,UPI,Desktop,Bengaluru,0,63,128.85,54,0,0
137.4,Fashion,Debit Card,Mobile,Bengaluru,0,184,171.59,266,0,0
